                                MobileNet
         name   class_name         input_shape        output_shape        nb_params
1   model.0.0       Conv2d   (-1, 3, 224, 224)  (-1, 32, 112, 112)      tensor(864)
2   model.0.1  BatchNorm2d  (-1, 32, 112, 112)  (-1, 32, 112, 112)       tensor(64)
3   model.0.2         ReLU  (-1, 32, 112, 112)  (-1, 32, 112, 112)                0
4   model.1.0       Conv2d  (-1, 32, 112, 112)  (-1, 32, 112, 112)      tensor(288)
5   model.1.1  BatchNorm2d  (-1, 32, 112, 112)  (-1, 32, 112, 112)       tensor(64)
6   model.1.2         ReLU  (-1, 32, 112, 112)  (-1, 32, 112, 112)                0
7   model.1.3       Conv2d  (-1, 32, 112, 112)  (-1, 64, 112, 112)     tensor(2048)
8   model.1.4  BatchNorm2d  (-1, 64, 112, 112)  (-1, 64, 112, 112)      tensor(128)
9   model.1.5         ReLU  (-1, 64, 112, 112)  (-1, 64, 112, 112)                0
10  model.2.0       Conv2d  (-1, 64, 112, 112)    (-1, 64, 56, 56)      tensor(576)
11  model.2.1  BatchNorm2d    (-1, 64, 56, 56)    (-1, 64, 56, 56)      tensor(128)
12  model.2.2         ReLU    (-1, 64, 56, 56)    (-1, 64, 56, 56)                0
13  model.2.3       Conv2d    (-1, 64, 56, 56)   (-1, 128, 56, 56)     tensor(8192)
14  model.2.4  BatchNorm2d   (-1, 128, 56, 56)   (-1, 128, 56, 56)      tensor(256)
15  model.2.5         ReLU   (-1, 128, 56, 56)   (-1, 128, 56, 56)                0
16  model.3.0       Conv2d   (-1, 128, 56, 56)   (-1, 128, 56, 56)     tensor(1152)
17  model.3.1  BatchNorm2d   (-1, 128, 56, 56)   (-1, 128, 56, 56)      tensor(256)
18  model.3.2         ReLU   (-1, 128, 56, 56)   (-1, 128, 56, 56)                0
19  model.3.3       Conv2d   (-1, 128, 56, 56)   (-1, 128, 56, 56)    tensor(16384)
20  model.3.4  BatchNorm2d   (-1, 128, 56, 56)   (-1, 128, 56, 56)      tensor(256)
21  model.3.5         ReLU   (-1, 128, 56, 56)   (-1, 128, 56, 56)                0
22  model.4.0       Conv2d   (-1, 128, 56, 56)   (-1, 128, 28, 28)     tensor(1152)
23  model.4.1  BatchNorm2d   (-1, 128, 28, 28)   (-1, 128, 28, 28)      tensor(256)
24  model.4.2         ReLU   (-1, 128, 28, 28)   (-1, 128, 28, 28)                0
25  model.4.3       Conv2d   (-1, 128, 28, 28)   (-1, 256, 28, 28)    tensor(32768)
